ID,Income,Recency,MntWines,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Seniority,Children
6116,48985.0,13,19,18,10,7,8,1,1,1,3,3,47,604,1
6263,35322.0,34,28,37,12,7,13,3,2,0,4,8,47,862,3
10486,77142.0,54,476,162,29,151,97,1,4,4,8,2,67,582,0
2410,81657.0,69,364,425,158,60,50,1,3,4,8,1,46,344,0
193,14421.0,81,0,2,3,3,8,1,1,0,2,5,19,318,0
3363,20130.0,99,0,3,7,6,12,1,1,0,3,8,41,290,0
8278,74214.0,3,863,547,86,99,33,1,8,2,5,5,25,858,0
10660,66726.0,61,349,35,0,0,47,3,8,2,4,7,58,31,2
8686,23724.0,65,5,15,0,18,14,2,2,0,3,8,36,518,1
1604,47353.0,93,184,19,8,8,4,3,2,2,6,5,55,414,1
5907,33444.0,24,8,8,0,0,2,1,1,0,2,8,63,1026,2
10669,54386.0,8,277,64,62,21,25,2,3,2,10,3,34,594,1
2918,28510.0,72,44,19,0,4,19,3,2,0,4,5,34,628,2
5735,90638.0,29,1156,915,94,144,96,1,3,4,10,1,24,322,0
359,48070.0,33,373,83,6,9,19,3,8,2,6,7,65,718,1
8387,43140.0,68,134,76,6,0,11,1,4,1,5,6,58,610,1
1829,54959.0,55,1148,60,0,0,24,3,9,5,4,7,54,712,1
3839,15056.0,76,6,3,21,6,40,5,2,2,3,5,57,667,2
9392,26954.0,17,4,11,0,0,1,1,1,0,2,7,44,149,1
2292,22327.0,94,5,8,2,0,5,1,1,0,3,5,30,692,1
10466,44393.0,86,24,20,2,2,10,2,1,0,4,4,50,497,2
9855,62000.0,25,899,101,0,0,20,1,6,6,13,4,63,494,1
4088,31497.0,22,108,28,13,1,4,2,3,1,4,8,53,933,1
5231,45894.0,15,27,7,0,2,13,1,1,0,3,5,41,308,2
590,78579.0,35,816,549,216,66,99,1,5,6,4,3,45,740,0
8732,67369.0,81,1298,70,37,14,42,4,7,4,10,4,46,775,1
2315,58401.0,55,10,11,17,29,29,1,1,2,2,4,55,256,1
3515,62307.0,94,87,34,10,6,10,1,4,0,4,5,63,318,1
2245,43641.0,50,57,51,4,2,23,3,2,1,4,6,46,619,2
6283,63841.0,64,635,100,20,7,131,1,9,3,9,6,47,620,1
2246,46891.0,91,43,23,29,15,61,1,2,1,4,4,50,722,1
6606,70091.0,11,964,137,15,0,11,2,5,2,10,8,46,641,1
5545,78075.0,72,572,259,34,35,80,1,3,5,5,1,43,242,0
7342,59184.0,6,341,113,259,151,66,3,6,6,12,5,54,844,1
837,54809.0,0,63,57,13,13,22,4,2,1,5,4,38,418,2
9500,58113.0,66,221,169,102,78,84,3,9,2,8,7,56,706,1
3602,51412.0,42,140,29,4,5,14,2,3,2,4,4,57,366,1
234,15287.0,60,1,8,4,3,13,2,1,1,2,7,36,813,1
2995,66636.0,64,291,689,84,10,0,1,3,4,9,1,58,502,0
1118,50965.0,87,544,85,8,6,29,3,10,4,5,8,59,680,1
7789,84618.0,96,684,801,21,66,0,1,6,9,10,2,50,405,0
3068,18351.0,1,1,9,0,14,7,1,2,0,3,7,25,429,0
8955,40451.0,54,35,4,0,0,10,1,1,1,2,5,58,319,2
945,36317.0,53,87,25,3,2,13,2,3,0,4,7,50,589,1
5644,42213.0,96,309,24,4,3,20,2,5,1,7,7,58,387,1
7192,65748.0,58,172,93,95,78,34,2,2,4,10,1,60,626,1
2324,77044.0,12,625,242,50,34,76,2,7,11,11,4,43,431,1
697,74918.0,78,972,913,25,19,59,1,5,9,6,3,46,394,0
3439,56721.0,64,157,39,6,13,75,5,4,1,5,6,43,792,2
1506,42160.0,26,48,45,3,15,20,4,2,1,4,6,40,552,2
232,61559.0,8,279,88,32,14,34,1,4,2,10,3,50,533,1
8876,33629.0,49,132,16,0,0,4,5,3,1,4,9,52,876,2
4500,68682.0,56,919,505,99,30,45,1,4,9,10,2,24,570,0
9739,34377.0,55,62,22,3,1,26,2,2,2,2,7,52,712,1
10395,8940.0,25,1,3,4,6,42,3,3,1,3,8,29,862,1
1176,26228.0,50,2,4,3,1,9,1,1,0,2,8,42,466,1
1627,77297.0,84,408,109,48,122,41,1,5,7,9,4,58,705,0
938,40211.0,30,51,7,2,1,25,2,2,1,2,8,34,520,2
2740,33438.0,81,62,16,3,2,6,4,2,1,4,5,57,466,2
257,75032.0,74,952,180,47,12,12,2,5,4,9,3,56,613,1
4058,61284.0,76,618,106,20,7,45,1,11,2,8,6,60,387,0
7736,22518.0,36,11,12,2,2,27,2,2,1,2,5,29,801,1
8210,54730.0,64,318,17,4,7,56,5,4,1,8,4,40,504,1
833,38452.0,62,56,14,0,0,2,3,3,0,3,7,60,277,2
6230,44421.0,53,110,59,7,1,7,5,5,0,4,8,44,685,2
7325,38197.0,86,23,11,2,1,3,1,1,0,3,5,29,551,1
1307,41986.0,15,27,8,8,3,12,3,3,0,4,4,37,121,1
1502,28427.0,67,18,19,3,3,6,2,2,0,3,8,32,651,1
6211,37395.0,47,18,9,0,1,11,1,1,0,3,6,39,330,1
843,64722.0,47,303,280,60,147,15,4,8,2,11,6,44,220,1
4174,55249.0,81,97,19,2,0,11,1,2,1,4,3,59,259,1
9757,84906.0,98,997,414,99,30,76,1,5,6,12,2,43,631,0
6918,28691.0,56,5,13,8,0,4,1,1,0,3,8,26,634,1
286,44213.0,48,95,35,0,4,7,4,2,1,5,6,63,398,2
11086,25707.0,18,1,2,3,6,3,1,1,0,3,7,31,348,1
1921,59062.0,74,46,12,3,0,9,2,2,0,3,4,48,662,3
4138,76624.0,68,411,147,54,115,66,1,5,10,7,1,53,222,1
7718,66000.0,36,244,270,101,0,45,1,1,3,5,1,68,256,0
1291,27683.0,90,152,121,12,12,45,4,6,2,4,8,37,998,1
6862,1730.0,65,1,3,1,1,1,15,0,0,0,20,44,228,0
4136,7500.0,63,10,18,8,26,40,4,3,2,2,9,23,1025,1
803,40521.0,82,12,5,0,0,4,1,0,1,2,5,47,607,2
4298,20427.0,63,5,4,0,0,1,1,1,0,2,8,42,283,1
10833,65106.0,55,790,133,12,0,19,3,8,3,13,6,40,222,1
9606,69969.0,64,882,514,38,29,44,1,4,2,6,3,50,492,0
8534,67433.0,51,615,259,12,48,30,4,6,5,13,4,63,534,2
5153,77766.0,97,1004,265,115,59,27,2,11,10,11,6,48,678,1
961,74716.0,92,133,421,13,195,71,2,7,3,5,4,43,388,1
5011,68118.0,51,595,123,10,23,154,2,8,9,4,6,52,440,1
6653,55158.0,72,293,87,4,11,23,4,7,2,5,7,45,885,2
9094,62972.0,39,313,47,20,0,192,2,7,4,3,6,60,1029,1
810,74190.0,49,151,86,168,91,64,2,4,2,11,2,40,27,1
5493,39356.0,21,15,2,0,0,6,1,1,0,2,6,39,288,2
2147,76653.0,91,736,946,219,189,126,1,4,7,11,2,46,503,0
5107,35860.0,37,15,8,4,2,20,2,1,1,2,5,42,227,2
3979,90687.0,98,982,672,23,34,51,1,6,2,8,2,32,589,0
6049,73450.0,85,1142,415,90,69,37,1,7,8,11,3,33,599,0
8147,31454.0,40,28,11,0,0,9,3,2,0,3,8,55,573,2
1857,47139.0,2,46,12,0,2,23,2,2,1,2,7,63,212,2
3910,83829.0,78,897,430,186,161,27,0,4,7,6,1,40,509,0
5207,53378.0,41,489,152,8,6,132,10,9,4,6,8,52,829,2
11114,19656.0,94,25,9,6,8,32,3,2,1,3,7,45,517,1
5429,45579.0,10,145,33,2,1,1,1,4,1,4,6,67,499,1
9400,85485.0,73,630,611,44,18,54,1,6,6,6,2,57,194,0
1740,55956.0,22,760,104,50,9,38,2,7,3,4,4,71,181,0
7488,64191.0,30,420,186,151,38,15,3,5,3,13,3,52,709,1
195,38808.0,21,125,52,3,19,30,4,5,1,4,8,43,858,1
635,57183.0,51,464,64,7,0,70,8,9,1,7,8,49,653,2
7527,23748.0,97,6,29,12,15,8,3,2,1,3,8,47,771,1
10319,66303.0,56,1090,96,16,12,60,4,3,4,11,8,44,674,1
2296,37368.0,4,3,11,2,2,10,1,1,0,2,6,40,381,1
10637,40800.0,77,24,27,8,30,10,2,3,0,3,7,51,730,3
2931,71847.0,95,737,106,55,63,210,0,6,7,9,3,37,832,0
907,46149.0,36,254,71,4,0,27,5,5,1,7,5,40,398,1
3698,78687.0,13,817,687,145,55,241,1,4,6,8,2,32,845,0
9516,49118.0,90,620,239,99,98,119,2,9,7,10,7,44,866,0
679,37633.0,49,13,20,0,0,1,2,1,0,3,9,58,833,2
7384,39767.0,18,113,204,34,26,47,2,7,1,7,8,64,529,0
5043,26997.0,89,7,78,133,49,144,2,4,2,5,7,64,965,0
5267,33986.0,43,16,18,2,1,5,1,1,0,3,7,45,658,1
339,57091.0,82,462,24,6,0,4,2,9,2,5,7,43,769,1
2516,46831.0,84,22,10,6,4,34,2,1,2,2,4,46,513,2
9010,83151.0,80,968,842,137,42,210,1,5,7,10,2,43,456,0
378,52531.0,68,283,151,51,72,125,2,7,2,10,6,44,732,0
4808,15759.0,12,1,5,6,0,3,1,1,0,2,7,59,602,0
5068,22804.0,75,14,7,2,1,1,1,2,0,2,9,44,519,1
7628,43050.0,10,30,24,6,3,8,2,2,0,4,5,42,289,1
7128,42997.0,91,4,5,0,1,5,1,1,0,2,7,38,538,2
2811,48918.0,21,52,9,0,0,1,2,1,0,4,4,52,28,2
3551,60033.0,28,62,57,19,11,48,2,2,1,5,2,61,278,1
1663,34043.0,97,20,14,3,0,10,1,2,0,2,9,37,433,1
5543,57811.0,49,545,114,37,21,78,5,7,2,11,5,49,556,1
1577,78569.0,14,558,622,207,175,95,1,4,6,4,1,69,316,0
10641,7500.0,5,6,4,13,4,25,4,2,1,3,6,37,735,2
5336,157733.0,37,39,9,2,0,8,0,1,0,1,1,44,635,1
6024,94384.0,62,1111,790,160,45,172,0,5,8,5,2,62,638,0
1878,23148.0,83,4,8,6,3,10,1,2,0,3,7,30,317,0
3099,44267.0,48,183,65,3,5,49,5,5,2,4,9,45,675,2
6055,71626.0,94,546,376,94,145,72,1,5,5,8,3,36,1086,0
5841,60894.0,61,606,155,10,0,54,5,10,3,8,7,49,552,1
3972,50200.0,70,266,51,8,6,64,6,7,1,5,8,39,668,2
4394,81051.0,43,1142,249,38,29,14,1,5,5,12,2,50,223,0
5758,65169.0,23,1074,69,0,0,46,1,10,4,13,6,33,352,0
6658,59868.0,37,771,154,54,10,154,7,11,2,12,6,43,528,1
4603,65695.0,50,371,189,0,58,6,2,5,4,10,4,55,335,1
8427,64857.0,78,556,717,210,0,43,1,7,5,10,4,59,769,0
10260,45143.0,74,202,74,11,5,14,3,6,1,5,7,50,493,1
7143,74805.0,14,209,209,41,162,37,5,4,7,10,2,60,569,1
8789,59060.0,77,35,111,36,40,12,3,3,1,7,4,26,61,1
6197,27238.0,39,37,17,0,0,3,3,3,0,3,9,53,621,2
4554,47009.0,89,171,73,59,10,90,4,3,2,8,4,50,721,1
4937,46094.0,62,12,20,3,2,5,1,1,0,3,7,42,87,2
1920,40321.0,59,44,21,6,0,27,2,3,0,3,7,43,521,2
8749,37235.0,68,20,9,4,6,20,1,1,1,2,4,31,364,1
1650,81843.0,13,779,537,34,69,138,1,5,9,12,3,55,619,0
10377,46692.0,37,170,97,24,12,88,3,6,1,5,6,57,574,1
9206,77382.0,36,491,231,112,105,134,2,5,7,12,1,47,184,1
10971,37774.0,28,173,107,7,2,176,4,7,2,3,9,38,1028,2
6398,18393.0,2,7,13,16,0,4,2,3,0,3,8,41,278,1
9212,72828.0,17,1205,235,19,14,205,6,6,3,13,7,53,686,1
7937,24711.0,86,10,25,6,3,7,1,3,0,3,7,33,258,0
839,45503.0,54,97,44,6,1,18,1,3,1,4,5,40,463,1
4246,6560.0,2,67,26,4,3,262,0,1,0,1,17,33,385,0
158,71604.0,3,345,528,98,75,97,1,8,3,5,4,70,410,0
4832,27244.0,84,6,17,3,24,46,2,2,2,2,7,36,182,1
5621,48752.0,8,73,100,71,15,0,5,6,1,5,9,46,750,2
1945,71434.0,4,711,217,172,96,168,3,7,4,7,4,53,470,1
5147,90842.0,57,774,118,182,187,93,1,4,9,13,1,67,521,0
2535,88097.0,24,163,480,0,126,75,1,6,5,8,9,37,866,1
11039,51948.0,51,82,54,71,30,41,2,5,2,4,5,40,471,1
9495,71853.0,29,358,413,141,97,32,1,2,8,6,1,33,514,0
9635,35876.0,13,66,40,4,3,14,1,3,1,3,6,32,256,0
2173,40049.0,23,13,7,0,3,3,1,1,0,3,6,63,442,1
942,39660.0,36,139,78,20,13,36,3,7,1,3,9,33,876,1
9386,50127.0,88,274,21,4,6,15,1,5,1,6,6,53,217,1
5510,43263.0,2,262,61,0,10,102,3,5,2,6,5,38,771,1
873,62845.0,3,1099,45,0,0,34,11,3,4,10,8,66,1087,2
2253,18929.0,15,32,8,23,4,18,1,1,0,4,6,25,684,0
5181,24367.0,58,2,2,0,11,5,1,1,0,2,9,33,652,1
979,33249.0,11,6,21,19,14,42,2,2,1,3,6,40,680,1
10390,26887.0,27,6,4,3,4,6,1,1,0,3,6,56,456,1
4698,50150.0,32,135,92,65,61,11,2,5,2,7,5,32,560,0
7793,62061.0,12,641,84,0,30,38,3,10,4,7,6,39,488,1
1745,85696.0,88,714,395,116,0,12,1,4,6,9,1,53,667,0
10590,76542.0,91,794,573,0,29,14,1,4,8,10,2,59,642,0
5080,70515.0,12,420,452,182,64,140,1,6,6,4,2,22,437,0
8369,18227.0,21,1,7,4,3,11,1,0,1,2,8,28,873,1
5232,69139.0,23,86,75,33,15,6,1,4,1,5,4,50,339,1
2407,69109.0,10,823,459,124,29,95,1,6,6,7,4,33,842,0
3834,69627.0,35,231,215,171,30,53,2,8,2,11,5,53,655,1
7912,38136.0,69,8,27,0,20,33,2,3,1,2,8,37,619,1
7712,62159.0,68,182,259,77,70,29,1,6,2,10,4,69,248,0
1065,80695.0,85,557,984,193,37,18,1,5,8,5,2,52,368,0
7275,33316.0,34,79,31,4,4,12,3,2,1,4,6,44,631,2
1343,58554.0,55,368,68,38,0,88,6,8,2,6,7,47,827,2
1384,17256.0,10,6,14,8,8,22,2,2,1,2,8,23,404,1
9967,53034.0,30,160,196,15,11,50,8,6,1,7,8,41,581,2
6181,52203.0,36,488,238,56,108,28,1,8,7,11,6,65,884,0
10507,59601.0,14,691,69,0,7,23,4,2,2,7,8,38,525,1
2674,75154.0,79,543,205,160,143,82,1,6,3,6,3,57,997,1
2698,47025.0,52,254,108,20,0,26,3,6,3,5,6,39,539,1
3231,37971.0,97,5,10,2,2,7,1,1,0,3,8,42,402,1
4096,41335.0,24,112,21,16,14,5,3,4,1,4,7,47,371,1
10476,67267.0,0,134,59,15,2,30,1,3,2,5,2,57,233,1
5948,57338.0,96,143,52,11,8,17,2,4,1,5,5,40,247,1
9140,50523.0,89,51,24,4,7,1,2,2,0,4,6,55,372,2
10258,35791.0,94,27,5,0,0,3,2,1,0,3,8,50,575,3
5675,50611.0,98,459,24,6,0,4,6,4,5,7,6,55,996,1
4743,56242.0,72,689,167,11,8,88,5,8,4,11,6,46,669,1
8805,48904.0,1,283,38,0,13,27,4,7,2,4,8,55,1054,1
1542,56243.0,26,347,35,4,3,7,6,4,2,8,5,40,367,3
6770,21355.0,5,5,14,0,5,31,2,2,1,2,6,30,499,1
8773,57420.0,22,280,18,0,0,24,3,5,1,6,7,44,555,1
10420,46390.0,56,95,64,2,9,38,1,4,2,3,7,60,241,1
7514,54342.0,74,84,34,11,10,28,4,3,1,4,6,59,665,2
793,20895.0,24,18,17,3,0,4,1,2,0,3,9,42,935,1
10909,92344.0,9,992,694,51,19,119,0,5,10,5,1,67,351,0
8702,26907.0,10,9,7,0,3,2,2,1,0,3,7,39,499,2
4791,44964.0,35,19,17,2,0,2,1,1,0,3,8,35,746,2
2963,75507.0,56,709,374,104,80,80,1,8,6,6,3,36,330,0
8216,53761.0,7,158,76,13,7,71,6,4,4,3,5,43,417,2
8140,22682.0,51,10,29,4,2,36,3,2,1,4,4,42,662,1
10146,38887.0,17,25,13,0,0,3,1,1,0,3,7,43,332,1
5289,41658.0,30,8,12,15,4,29,2,1,1,2,4,40,842,2
2587,29791.0,21,14,6,0,0,0,2,2,0,3,5,43,231,1
4405,63915.0,2,622,115,30,0,15,2,6,3,12,5,59,520,2
8663,39996.0,85,11,3,0,0,1,1,1,0,2,6,41,224,2
2589,26759.0,65,25,16,8,5,2,2,2,1,3,6,43,183,1
3421,63841.0,64,635,100,20,7,131,1,9,3,9,6,47,620,1
10490,51039.0,11,100,79,65,0,109,2,6,2,4,7,46,811,2
4094,60544.0,92,201,43,3,5,35,4,5,1,5,6,54,859,2
9958,65685.0,54,642,49,0,7,57,1,9,2,9,5,43,278,1
2534,37716.0,4,97,41,6,2,41,2,4,1,3,7,62,255,1
4188,36864.0,53,204,39,17,0,89,3,5,2,4,8,58,871,1
6613,44511.0,39,513,133,46,14,14,6,8,4,8,8,45,752,1
10827,36947.0,49,88,21,4,1,29,4,3,0,4,9,48,907,2
5491,47352.0,70,172,112,8,0,15,4,6,1,5,7,64,423,1
8402,67087.0,40,329,222,130,35,43,2,7,5,8,4,62,380,1
8783,57045.0,40,296,104,11,13,17,3,4,2,9,3,65,875,1
10010,36957.0,43,100,16,2,1,31,4,3,2,2,9,62,936,2
618,69389.0,17,422,238,69,46,15,1,7,2,12,4,38,825,1
9121,80134.0,40,1218,272,104,0,80,2,5,3,6,6,43,591,1
361,43142.0,84,5,7,2,1,4,1,1,0,2,7,46,317,2
4310,80589.0,25,507,520,242,40,26,1,5,10,5,1,71,344,0
2678,34412.0,62,52,50,4,36,55,3,5,0,3,9,25,687,1
6376,57537.0,83,191,139,51,8,100,4,4,3,8,4,36,452,1
524,22634.0,47,2,11,8,6,46,1,2,1,2,8,49,715,0
10341,51315.0,45,68,39,16,30,41,1,2,2,5,2,67,312,0
5654,36026.0,34,20,10,6,4,17,2,2,0,3,6,43,291,3
4098,24639.0,3,20,16,0,4,1,3,2,0,4,6,42,338,2
5824,34578.0,1,7,1,0,0,0,1,1,0,2,6,43,58,3
7000,65704.0,18,279,74,38,8,246,1,2,10,10,1,43,445,0
2561,63810.0,45,977,253,16,12,101,4,4,3,12,8,49,781,1
5229,54132.0,81,30,8,0,0,3,1,1,0,3,7,46,319,1
4086,18690.0,77,6,7,23,4,19,1,1,1,2,8,56,734,0
2428,28164.0,23,3,26,11,8,12,3,2,0,4,7,45,636,1
8254,34596.0,48,14,2,0,0,7,1,1,0,2,8,41,628,1
2836,43269.0,61,10,7,0,0,1,1,1,0,2,8,43,472,1
8418,38741.0,60,7,17,8,6,13,2,2,0,3,7,57,277,2
1362,31907.0,75,33,64,175,16,74,1,6,1,6,7,43,638,0
7152,27100.0,64,12,13,2,0,10,1,1,0,3,7,32,607,1
10033,31163.0,54,2,10,11,2,10,1,1,0,3,6,42,322,1
9349,92533.0,84,693,118,110,147,42,1,6,5,11,2,30,378,0
274,34853.0,75,9,15,2,3,2,2,2,0,3,6,42,374,2
3388,70844.0,16,129,67,3,67,2,5,6,1,5,7,48,428,2
922,31086.0,79,16,11,3,0,16,2,1,1,2,8,36,636,2
8588,60544.0,92,201,43,3,5,35,4,5,1,5,6,54,859,2
2518,20491.0,16,5,5,4,2,10,1,0,1,2,7,29,706,0
574,42523.0,96,14,11,3,26,35,1,1,1,4,2,51,253,0
3220,39922.0,30,29,59,19,1,36,2,3,0,4,8,32,686,1
5967,33402.0,60,26,19,10,5,8,3,2,1,3,8,63,532,2
1183,36408.0,11,9,4,3,2,3,1,1,0,2,6,66,467,2
6856,21645.0,75,14,23,4,5,19,3,3,0,3,9,36,1028,1
4530,78427.0,36,972,595,180,26,138,3,3,7,10,3,67,799,0
1553,82657.0,71,966,672,246,105,126,1,7,5,10,4,69,461,0
4682,51876.0,88,99,102,28,48,6,1,2,2,8,1,57,443,0
8204,78041.0,93,482,553,72,160,17,1,4,4,9,2,44,746,0
5221,52852.0,93,714,99,11,0,47,4,10,7,5,8,58,1085,1
1232,70038.0,54,587,348,71,54,130,1,4,4,8,2,33,433,0
1927,69401.0,41,399,159,58,8,39,4,4,4,5,2,42,284,1
5788,46053.0,46,56,92,19,7,25,3,3,2,4,5,43,683,1
6652,77343.0,28,227,573,98,54,31,1,3,4,9,1,50,117,0
6246,73892.0,40,703,601,0,58,43,1,3,11,8,1,62,414,0
5975,40304.0,82,37,17,0,0,3,1,2,0,3,7,48,458,1
6875,32727.0,38,167,180,86,13,70,2,7,3,5,8,50,856,0
4399,68695.0,3,458,356,106,50,40,1,4,4,7,2,46,190,0
4042,43300.0,87,91,52,2,1,31,3,4,0,4,8,44,810,1
2157,26290.0,49,15,16,11,5,22,4,2,0,4,6,43,396,2
10133,93790.0,16,1302,731,89,114,45,0,6,7,12,2,45,30,0
2525,38410.0,65,153,123,116,64,14,2,5,2,9,6,41,839,0
8233,64866.0,9,508,21,7,5,10,4,7,3,7,5,65,340,1
9483,57957.0,24,290,177,77,5,29,7,4,6,8,3,56,500,1
2945,46015.0,25,38,2,0,0,6,1,1,0,3,7,60,263,2
10403,16531.0,43,2,6,7,5,11,3,3,0,3,7,37,197,1
5074,28072.0,10,30,10,2,0,5,1,1,0,3,7,29,512,1
10524,49476.0,29,386,95,54,41,196,4,2,11,5,2,52,560,1
4690,50725.0,45,443,75,0,10,48,4,8,1,8,8,62,687,1
7521,83844.0,57,901,345,75,31,191,1,4,4,11,1,63,392,0
7196,41145.0,20,9,3,0,0,1,1,0,0,3,3,65,152,2
4406,67419.0,29,846,352,91,56,42,4,9,4,8,5,45,715,1
9672,23162.0,82,8,9,19,4,22,3,1,1,3,6,45,376,2
4864,34380.0,68,72,58,13,1,24,4,4,1,3,8,38,695,1
4706,34704.0,65,29,5,0,1,5,1,1,0,3,5,49,614,1
4070,94871.0,99,169,553,188,0,144,1,8,5,4,7,46,1088,2
25,65148.0,9,460,422,33,12,153,2,6,6,7,4,57,776,1
3697,39898.0,20,69,26,12,7,12,2,3,0,4,7,61,395,1
217,64857.0,78,556,717,210,0,43,1,7,5,10,4,59,769,0
4220,59892.0,26,73,13,0,1,0,1,2,1,3,3,45,689,1
5286,41020.0,68,112,54,7,7,36,1,3,2,4,3,28,430,0
9559,57072.0,79,944,60,0,0,30,2,7,5,13,5,54,342,1
2849,60474.0,25,265,303,234,9,170,7,10,2,12,7,36,727,1
7787,62807.0,83,526,135,10,21,99,3,5,3,12,5,55,853,1
3102,19414.0,32,2,12,3,5,7,1,1,0,3,8,34,442,1
5868,19107.0,49,2,9,10,5,16,2,1,0,3,7,35,497,1
8370,75484.0,50,378,259,197,194,34,2,7,3,6,4,39,1058,1
9988,70379.0,84,553,142,65,67,8,3,6,3,13,4,39,669,1
2939,79419.0,96,751,687,20,15,31,1,4,6,4,2,45,193,0
5529,64014.0,56,406,30,0,0,8,7,8,2,5,7,69,87,3
9743,76998.0,85,1449,161,69,35,107,2,11,8,8,6,60,426,1
5763,49854.0,63,123,171,39,0,30,5,6,2,5,6,43,447,1
3478,60585.0,17,267,309,55,42,21,10,7,4,9,5,44,556,2
7494,42873.0,11,209,40,3,2,15,4,6,1,4,8,65,710,2
1763,87679.0,62,1259,815,97,148,33,1,7,11,10,4,27,523,0
7250,57867.0,48,344,178,15,23,17,7,7,2,9,6,37,721,1
2005,35765.0,86,22,30,0,5,15,2,2,0,4,6,25,415,1
10770,65492.0,73,247,295,210,85,47,2,4,7,13,2,56,340,0
6885,32952.0,36,38,12,3,1,1,1,2,0,3,7,38,719,1
2072,53374.0,34,896,101,13,10,34,6,4,2,9,9,46,868,1
9463,71706.0,16,931,253,91,98,14,4,9,5,7,5,56,779,1
6318,68487.0,48,758,385,33,89,89,1,9,7,13,4,27,718,0
4093,53253.0,61,216,57,20,9,125,7,4,3,5,5,40,425,2
5751,31163.0,54,2,10,11,2,10,1,1,0,3,6,42,322,1
3340,42014.0,56,244,108,4,15,50,6,7,1,6,8,38,867,1
3594,54108.0,74,539,91,8,6,97,13,8,2,9,8,42,965,2
3584,49667.0,35,1181,120,17,13,39,2,5,10,5,8,60,864,0
3643,63206.0,65,750,125,11,8,26,1,4,3,6,2,41,287,0
851,57136.0,48,306,109,21,109,92,9,5,2,10,6,43,481,2
7706,46772.0,88,350,189,197,151,57,6,11,8,5,8,40,904,1
3967,78931.0,19,331,170,58,152,35,1,2,8,13,1,44,433,0
10128,53977.0,21,620,165,0,24,82,5,5,5,12,5,57,513,1
486,84219.0,27,434,400,45,137,45,1,3,4,10,1,27,333,0
9,46098.0,86,57,27,0,0,36,4,3,2,2,8,40,866,2
9451,73538.0,92,811,428,99,137,107,3,10,4,9,7,50,767,1
9264,79529.0,1,423,706,73,197,197,1,4,8,9,2,29,249,0
3865,20981.0,14,2,10,6,13,30,1,3,1,2,8,38,611,0
2853,51766.0,74,60,87,6,20,51,2,4,2,4,5,35,59,1
1490,55759.0,84,675,85,10,7,77,5,10,3,8,8,53,764,1
6310,33039.0,4,30,12,8,8,12,1,2,0,4,5,37,479,1
10380,37787.0,50,40,40,4,3,18,1,3,0,3,8,43,468,1
3887,27242.0,2,3,26,20,1,39,2,2,0,3,9,45,781,1
4278,87188.0,73,910,724,49,74,55,1,10,2,6,3,32,666,0
8643,69930.0,21,252,827,219,70,196,1,4,5,12,3,44,585,0
1998,37697.0,82,34,21,11,4,8,1,2,1,3,6,39,183,1
10795,37401.0,14,19,19,3,1,3,2,2,0,3,7,42,210,1
11110,3502.0,56,2,1,0,0,1,0,0,0,0,14,42,628,1
2408,58597.0,20,490,184,10,28,21,12,7,4,9,7,39,772,2
202,82032.0,54,332,377,149,125,57,0,4,6,7,1,67,242,0
7998,28087.0,77,53,17,13,0,21,3,2,2,2,7,57,780,2
830,74004.0,5,784,560,42,176,48,1,4,6,4,3,28,311,0
3536,19740.0,65,7,3,10,4,20,2,1,1,3,5,55,648,1
6050,57036.0,33,1171,219,19,14,47,4,6,3,13,9,40,780,1
125,53083.0,65,215,33,3,0,13,6,5,1,5,7,57,596,2
3463,69283.0,41,674,134,0,26,8,4,7,3,13,5,40,201,1
2804,46098.0,86,57,27,0,0,36,4,3,2,2,8,40,866,2
3745,23331.0,92,5,7,0,10,45,2,3,0,3,8,27,997,1
9771,23331.0,97,104,101,24,15,5,6,5,1,5,9,27,966,1
451,9255.0,91,9,7,2,0,4,1,1,1,2,8,26,377,1
10530,67786.0,0,431,441,80,20,102,1,3,6,6,1,56,538,0
1079,71969.0,59,1000,76,0,0,10,3,3,4,9,8,44,807,1
8920,59235.0,4,448,469,80,0,91,3,11,2,12,7,48,396,1
6678,31928.0,5,33,24,4,2,5,2,3,0,4,7,26,279,1
3852,74881.0,48,505,270,36,27,54,4,9,2,12,5,54,516,2
528,65819.0,99,267,701,149,165,63,1,5,4,10,3,37,763,0
73,51411.0,81,14,3,0,0,1,1,0,0,3,5,62,585,3
5589,51983.0,95,631,115,10,7,30,3,9,2,10,7,51,853,1
10212,42386.0,43,65,16,0,4,11,1,3,0,3,8,29,718,1
6365,30390.0,5,10,12,25,1,20,1,2,0,3,6,28,691,0
5636,30983.0,50,51,50,12,1,49,1,4,0,3,8,52,842,0
591,66033.0,76,293,179,46,59,65,2,8,3,7,7,58,711,1
2217,37284.0,46,11,2,2,1,6,1,0,0,3,6,40,643,2
2544,57530.0,68,50,27,6,7,1,1,1,1,4,1,64,387,1
7725,76800.0,33,173,255,35,71,81,1,4,4,7,1,50,151,0
8091,63943.0,50,423,368,13,97,21,1,6,4,6,5,59,1057,1
7321,76081.0,85,292,415,63,33,200,1,4,5,4,2,53,223,0
5462,67445.0,63,757,217,29,80,11,5,9,6,12,6,41,754,1
7791,37054.0,89,12,6,0,1,5,2,1,0,3,7,48,473,2
